projeto|data|votacao|id-votacao|voto|senador|id-senador
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Acir Marcos Gurgacz"|4981
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Alfredo Pereira do Nascimento"|4527
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Ana Amélia de Lemos"|4988
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Ana Rita Esgario"|4869
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Angela Maria Gomes Portela"|4697
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Anibal Diniz"|4837
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Antonio Carlos Rodrigues"|5150
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Benedito de Lira"|3823
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Cássio Rodrigues da Cunha Lima"|5197
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Clésio Soares de Andrade"|4895
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Cyro Miranda Gifford Júnior"|4877
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Eduardo Alves do Amorim"|4721
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Carlos Eduardo de Souza Braga"|4994
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Eduardo Benedito Lopes"|4767
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Fernando Affonso Collor de Mello"|4525
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Fernando de Souza Flexa Ribeiro"|3634
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Jorge Afonso Argello"|4776
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Ivo Narciso Cassol"|5004
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Jarbas de Andrade Vasconcelos"|4545
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Jayme Veríssimo Campos"|4531
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"João Alberto Rodrigues Capiberibe"|3394
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"João Vicente de Macêdo Claudino"|4541
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Jorge Ney Viana Macedo Neves"|4990
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Lídice da Mata E Souza"|4575
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Luiz Lindbergh Farias Filho"|3695
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Edison Lobão Filho"|3579
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Luiz Henrique da Silveira"|5002
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Mário Couto Filho"|4539
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Paulo Roberto Davim"|5020
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"José Pedro Gonçalves Taques"|5010
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Randolph Frederich Rodrigues Alves"|5012
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Rodrigo Sobral Rollemberg"|4593
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Ruben Figueiró de Oliveira"|4893
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Sérgio de Oliveira Cunha"|4560
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Sérgio de Souza"|5048
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Vital do Rêgo Filho"|4645
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Waldemir Moka Miranda de Britto"|1176
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"José Wellington Barroso de Araujo Dias"|5016
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"Wilder Pedro de Morais"|5070
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|Sim|"José Perrella de Oliveira Costa"|5144
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"Ataídes de Oliveira"|5164
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"Cícero de Lucena Filho"|4529
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"Cristovam Ricardo Cavalcanti Buarque"|3398
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"Delcídio do Amaral Gomez"|3360
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"Garibaldi Alves"|4935
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"Humberto Sérgio Costa Lima"|5008
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"João Durval Carneiro"|4537
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"Kátia Regina de Abreu"|1249
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"Maria do Carmo do Nascimento Alves"|1023
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"Paulo Roberto Bauer"|3741
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|09/04/2013|"Votação da Emenda nº 1 (Substitutivo) ao PLS nº 192 de 2011 - Complementar"|2036330|"presente mas não registrou voto"|"Valdir Raupp de Matos"|3372
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Acir Marcos Gurgacz"|4981
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Ana Amélia de Lemos"|4988
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Ana Rita Esgario"|4869
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Angela Maria Gomes Portela"|4697
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Anibal Diniz"|4837
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Antonio Carlos Rodrigues"|5150
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Ataídes de Oliveira"|5164
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Cyro Miranda Gifford Júnior"|4877
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Delcídio do Amaral Gomez"|3360
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Eduardo Benedito Lopes"|4767
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Ivo Narciso Cassol"|5004
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Jayme Veríssimo Campos"|4531
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"João Alberto Rodrigues Capiberibe"|3394
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Jorge Ney Viana Macedo Neves"|4990
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Kátia Regina de Abreu"|1249
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Luiz Lindbergh Farias Filho"|3695
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Luiz Henrique da Silveira"|5002
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Paulo Roberto Bauer"|3741
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"José Pedro Gonçalves Taques"|5010
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Randolph Frederich Rodrigues Alves"|5012
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Ruben Figueiró de Oliveira"|4893
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Sérgio de Oliveira Cunha"|4560
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Sérgio de Souza"|5048
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Valdir Raupp de Matos"|3372
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Waldemir Moka Miranda de Britto"|1176
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|Sim|"Wilder Pedro de Morais"|5070
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Alfredo Pereira do Nascimento"|4527
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Benedito de Lira"|3823
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Cássio Rodrigues da Cunha Lima"|5197
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Cícero de Lucena Filho"|4529
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Clésio Soares de Andrade"|4895
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Cristovam Ricardo Cavalcanti Buarque"|3398
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Eduardo Alves do Amorim"|4721
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Carlos Eduardo de Souza Braga"|4994
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Fernando Affonso Collor de Mello"|4525
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Fernando de Souza Flexa Ribeiro"|3634
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Garibaldi Alves"|4935
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Jorge Afonso Argello"|4776
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Humberto Sérgio Costa Lima"|5008
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Jarbas de Andrade Vasconcelos"|4545
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"João Durval Carneiro"|4537
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"João Vicente de Macêdo Claudino"|4541
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Lídice da Mata E Souza"|4575
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Edison Lobão Filho"|3579
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Maria do Carmo do Nascimento Alves"|1023
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Mário Couto Filho"|4539
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Paulo Roberto Davim"|5020
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Rodrigo Sobral Rollemberg"|4593
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"Vital do Rêgo Filho"|4645
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"José Wellington Barroso de Araujo Dias"|5016
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação da Emenda nº 17 ao Substitutivo ao PLS nº 192, de 2011 - Comp (Turno Suplementar)"|2036852|"presente mas não registrou voto"|"José Perrella de Oliveira Costa"|5144
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Acir Marcos Gurgacz"|4981
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Ana Amélia de Lemos"|4988
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Ana Rita Esgario"|4869
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Angela Maria Gomes Portela"|4697
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Anibal Diniz"|4837
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Antonio Carlos Rodrigues"|5150
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Ataídes de Oliveira"|5164
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Clésio Soares de Andrade"|4895
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Cyro Miranda Gifford Júnior"|4877
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Delcídio do Amaral Gomez"|3360
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Ivo Narciso Cassol"|5004
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Jayme Veríssimo Campos"|4531
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"João Alberto Rodrigues Capiberibe"|3394
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Jorge Ney Viana Macedo Neves"|4990
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Kátia Regina de Abreu"|1249
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Luiz Lindbergh Farias Filho"|3695
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Luiz Henrique da Silveira"|5002
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Paulo Roberto Bauer"|3741
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"José Pedro Gonçalves Taques"|5010
"PROJETO DE LEI DO SENADO nº 00192, de 2011"|10/04/2013|"Votação do Requerimento nº 299, de 2013 que solicita a preferência para votação da Emenda nº 17-PLEN."|2036852|Sim|"Randolph Frederich Rodrigues Alves"|5012
